0,0,.2543338,0,1.929883,.0811866,.0137688
.0918228,0,.2384681,0,5.131616,.0782433,.0652523
.1012883,.0468861,0,.5842538,2.88048,.524475,.0625771
.1141619,.3842492,.1572416,0,3.46332,.0573413,.0110279
0,.3652649,.1965141,.6999795,0,.0670089,.0602
.0006241,.3309535,.1954955,.3757072,4.510282,0,.0135381
.1021358,.0249699,.2364042,.7937888,4.017697,.0704627,0
0,0,.0960643,1,0,.1970761,0
0,0,.0110518,0,.9208344,.02287,0
0,0,0,.9923464,.6721293,.1863543,.0116026
0,0,.0543242,0,0,.0054201,0
0,0,0,0,0,.0398216,0
.0029567,.4392542,.0575124,.9977705,.5999786,0,.0002132
.0499999,.4910856,.0603449,0,.780997,.0502895,0
0,0,.0340793,0,.0596543,1.105102,.0000488
.0418752,0,.1259228,0,.1462285,3.115519,.002579
.0100964,.0154607,0,0,.0368699,.1068719,.0022448
.0399999,.1650084,.1047503,0,.0496758,.0362805,.009844
0,.0642614,.2215015,0,0,2.087911,.0033597
.0025828,.0233206,.0403804,.2164666,.4960317,0,.0000154
.0188267,.1229038,.0215099,.4265925,.1010715,.5983912,0
0,.0646289,.0831632,.3,.4483131,.0353409,.0016506
.1176089,0,.3414629,.3661476,.2665033,.1232982,.0182148
.0948546,.0381256,0,.4781331,.1348101,.1565914,.0208554
0,.0002631,.0335009,0,.0727102,.0969955,.0009309
.0800001,.0498913,.0926143,.3753839,0,.1968617,.0831215
.0076982,.0177919,.0577321,.3577138,.1126659,0,.0041532
.0950517,.0281854,.0364958,.3133101,.1016115,.0505344,0
0,.0240007,0,0,.0002221,.8422373,.1057992
.0478872,0,0,.2998712,.0211186,1.098542,.0017122
.041312,.1196907,0,.2913169,.0001568,.0868207,.0254882
.0414783,.0422258,0,0,.0187055,.4733117,.0009465
.04,.0202778,0,0,0,.2386963,.000025
.0029675,.026979,0,.4467424,.000445,0,.0030341
.0444133,.024126,0,.2999999,.0006946,.215461,0
0,.4988816,1.354121,.9995202,.8325222,.2160257,.3530318
.1599912,0,.7377233,.5565114,.4342593,.0995929,.3257015
.06012,.0354197,0,.7029598,.3647254,.154892,.1478734
.142408,.4773568,.5003039,0,.4779685,.1475881,.274688
0,.1872003,.0437517,0,0,.1482767,.21856
.0091257,.4232325,.6968933,.6671638,.4326893,0,.2171478
.1548115,.2747881,.1952476,.9507605,.3250165,.0336187,0
0,.2245279,0,.1180876,0,.0130115,.1089299
0,0,0,.1098148,0,.0068438,0
0,.3268324,0,.1377648,0,.0059223,.0133043
.077443,.3984753,0,0,0,.022872,.005235
0,0,0,0,0,.0071033,.0457064
.048049,.372472,0,.0926333,0,0,.0406146
.0865836,.3780973,0,.1000031,0,.0111612,0
0,.0983898,.027279,.5084872,.0010187,.1073424,.1885397
.0516469,0,.0180095,.3330677,.0515153,.1637074,.027722
.0462634,.0395569,0,.2522203,.0119253,.1140734,.051956
.1150862,.0311711,.0134304,0,.0226236,.1214502,.0253977
.0035879,.0168177,.0368588,.1100382,0,.0545455,.0114934
.0857279,.058147,.0034935,.5103631,.0048239,0,.0336673
.0385143,.0502471,.0876152,.1916888,.0029824,.1290666,0
0,0,.0403352,0,0,.0125678,.0109118
0,0,.0179126,0,0,.0064653,.0170232
.013151,.0020325,0,.2997057,.1068621,.0466938,.021436
0,0,0,0,0,.052375,.0169707
.0216667,0,0,0,0,.0292792,.0189754
.0002222,.0093465,.0084055,.0232238,.2564863,0,.0001608
.0030946,.0106057,.0498864,.2999999,.0990628,.0097041,0
0,.0338656,.0114623,.1633566,.0114765,.0473262,.0070289
.0737249,0,.0066108,.2647603,.0453772,.0395502,.0044163
.0624249,.0588746,0,.0560994,.0289692,.1062018,.0049669
.0232208,.0175187,.0363225,0,.0011727,.0504859,.0100063
0,.0364832,.0099338,.082243,0,.053017,.0139703
.0137431,.0576156,.0228468,.0275944,.0226342,0,.0013952
.0344654,.0635027,.0200202,.1797573,.0406677,.066304,0
0,.0964129,.0898155,0,.2888815,.1759124,.2190936
.1391295,0,.0633625,.4445633,1.11006,.1548497,.014092
.2042516,.0627313,0,.3218762,.5908628,.1941322,.1934645
.0587524,.0123861,.0250085,0,.7333549,.1631709,.0069043
.1592353,.0834012,.2014428,.2997632,0,.098613,.2297153
.0251412,.0665697,.255765,.2667549,.4320267,0,.1299824
.2203768,.0757425,.4002403,.3499299,1.079643,.168893,0
0,0,.0011506,0,0,.0000225,0
0,0,.0000545,.1567124,.0045032,.0304371,.0083957
.0791995,.3383423,0,.1559729,.0108167,.025678,.0109724
0,.2601093,.0007707,0,0,.015141,.0067036
0,.0768442,.0018836,0,0,.0240317,0
.0011572,.3670126,.000028,.156252,.0301268,0,.0017431
0,.3664582,.0025179,.1885197,.010378,.0072807,0
0,.0316134,.0039895,.069678,.016564,.0132314,.0001305
.0639655,0,.0107054,.2525011,.0049314,.0372711,.0132899
.0396637,.0196921,0,.1069298,.0070987,.0179985,.00572
.0600497,.0383042,.0145005,0,.014262,.0960806,.0002588
