10172.62,.1069007,4.665715,.0089763,.0810818,65.57511,3.038636
.2529666,49048.59,9.354254,.0616186,57.70868,362.758,49.19052
1.36181,.3069108,2825.502,.125355,.3521025,187.6349,12.648
.3598019,1.082856,357.582,45753.69,.6163104,2313.539,96.13326
.0145395,2.739625,1.155063,.0335101,38097.15,24.59328,2.892462
255.9697,435.7128,614.6348,5.426325,112.0781,124460.1,337.155
.6028218,4.593916,33.55734,.4147243,203.621,1196.789,3816.607
1391.52,.0002902,.9866353,11.41466,.0001485,20.09989,.0039742
.0149998,15469.56,.4666967,.0039609,4.220033,528.2242,.2105624
.3441326,.864508,24489.6,15.04628,2.771223,2551.494,5.489485
.0075283,.023853,.4338395,15473.74,.0083478,3.72479,.284099
7.27e-07,.0000859,.0000362,1.44e-06,305.8525,10.54344,.0001155
1346.274,25.29698,1322.255,548.7801,339.5663,51910.55,546.4675
87.78028,6.324643,681.9179,.000356,755.8423,7113.076,3971.783
6164.803,.0057305,1590.464,.0004812,11.13101,834.3736,4.35239
.0844184,15637.9,12.75335,.0367077,225.3775,893.9251,.565649
.0757016,25.52756,24225.03,.1319716,24.22375,1696.761,10.12427
.3287053,1.910209,5.951984,7298.151,.5104491,210.6002,3.522065
.0000391,.0245103,.0685786,.0000772,219.323,1.060157,.0557201
206.9732,270.5638,1191.318,5.598523,331.263,87509.51,834.368
1.704564,6.524059,600.597,.6607765,3084.028,8769.515,41847.38
2941.196,1.83191,667.7983,.7772931,3.298664,170.3471,257.5234
33.49733,220616.2,529.7194,51.47363,572.2148,3335.065,318.0639
43.25349,27.08841,44013.65,36.10084,85.97785,4431.558,363.3499
.5664071,34.78576,293.604,55481.46,25.76531,1030.838,235.3395
.0296814,18.53358,1.723612,.0757391,25618.66,128.0875,9.183814
497.0197,2362.571,16143.14,1755.605,1329.556,295999.7,14287.41
20.39153,543.0495,1855.072,325.7356,812.9368,6622.542,54311.61
7918.602,4185.437,2867.911,7.92e-06,148.8561,1241.796,.2967646
.2109919,12233.72,211.998,.0394258,119.5335,416.6751,33.98797
.7782516,2.101891,16387.9,.1282677,1.05722,361.0811,5.116229
2.248002,38.65355,91.50082,16242.73,.2403801,413.4952,52.0611
.0016161,.1263409,1.33198,.0000535,403.9281,3.261326,.2907043
63.05801,4181.489,1958.383,74.7951,1319.859,47854.45,623.3962
.0326139,4537.469,1125.902,.0108102,1434.937,4620.097,16257.36
19159.34,20.03396,125.4623,12.18823,.6761331,5279.718,125.3964
.6255949,8291.143,3.473737,.0131518,5.086028,44.75822,3.036619
.525153,9.911548,22452.06,.4418526,4.167508,911.6698,10.71318
.1321861,45.30163,74.23521,21685.95,.1477402,1040.136,10.44139
.0005283,1.559744,1.026191,.0010435,3141.868,4.474085,.1148708
2.647006,379.0313,1797.559,19.19176,503.8343,78768.64,1038.012
.2951472,.8506764,24.80333,1.927445,5.808899,244.7146,15712.12
2767.031,46.14598,16.66231,.3673618,37.67865,430.8954,14.26968
.0009383,9601.996,.1927631,1.636303,1.756904,8.689623,.0141113
.1224224,2.993469,1528.417,2.900518,2.141239,300.2581,4.908717
.007624,868.8294,14.40621,9066.22,3.597666,780.6132,3.296834
.0012168,.1482847,.1047157,.0024033,347.0254,3.650651,.1943655
78.21443,1049.993,666.0639,183.5039,96.78372,28786.74,75.3227
46.74286,1683.28,78.95438,83.07124,111.662,2926.836,1561.815
22830.01,255.8143,3198.479,3.149686,289.575,1432.753,985.8076
3.383758,1927.638,353.6891,14.2972,339.1833,943.3763,168.35
36.89717,103.3967,80549.25,24.83082,231.5831,3946.646,659.2765
11.21405,11.84314,577.8159,39929.74,42.96464,1081.822,233.1107
2.739794,27.95742,30.95985,2.953729,12181.63,67.57768,19.25807
223.0468,537.9736,9933.126,274.9097,1699.46,63197.23,5852.442
19.54927,145.4513,710.4247,9.239135,676.0302,1752.334,14169.23
13788.53,.0022068,.5408108,.0001853,.0011287,227.2929,.8154066
.0150487,16823.05,.4247348,.0124856,.1315633,11.59794,.2624043
5.476078,30.96008,36536.44,3.584957,31.39761,604.4391,386.2589
.0100146,.0290037,.5654197,10508.21,.0111048,17.98234,.4282143
.084734,.0105111,.0044337,.0001758,3856.027,2.902711,8.25097
12.88156,92.63156,369.7034,2.807657,65.98524,97510.73,2160.974
8.112372,1.837743,266.1342,.127594,74.09752,227.2273,38942
13533.54,5.796931,97.82849,1.358517,15.31085,158.2307,103.8546
15.78475,185348.8,560.524,8.008391,263.6693,436.9584,445.4651
51.45146,858.6506,60773.6,39.46459,73.47195,1602.947,101.1755
.143772,2.562152,47.61684,14326.78,16.19893,92.53252,19.64581
.0016992,18.46721,1.862509,.94162,9562.585,68.79864,.8134834
27.91005,1137.166,1697.349,57.46807,211.5101,125468.9,1369.73
33.06298,1159.354,246.0172,10.16481,117.7483,1977.43,40881.84
22335.76,.5042921,5.81226,.0195806,.7958727,263.2411,9.954969
1.196769,24297.02,44.28897,1.242302,7.385749,209.9813,18.60972
48.55923,334.1625,313763.4,28.98762,433.9981,7661.728,1107.653
.8895181,19.41438,75.08202,66189.5,2.395415,191.5179,109.2604
.0131715,10.13579,1.430441,.0355774,22973.67,17.40036,1.692553
149.6716,675.1369,1881.602,22.48551,909.6501,312306.2,1176.501
12.71176,169.2275,114.3151,12.32377,195.7413,2277.965,122776.5
3453.119,.0184373,1.637198,.0015482,.0094305,9.660389,.2524586
.0013467,6120.669,262.7182,2.086485,21.13053,24.44194,1.854986
1.223389,60.45818,19.0166,14.42543,1.725844,14.90921,3.242666
.2126782,1.223516,12.26572,3758.946,.2358308,9.307672,8.050292
.0000367,.0168198,.1566849,.0000726,164.1426,.0651922,.0058324
2.129798,1606.987,663.4199,181.8078,13.08224,10425.08,40.4119
.000228,19.18854,7.053493,2.496027,.0034332,5.125101,12.64403
6141.998,.3815145,17.37098,1.515498,.0423188,7.266065,2.651756
.1513345,30500.48,69.51847,1.341652,55.79688,44.15398,29.79154
5.572511,187.5413,43390.32,25.1938,20.81813,618.3691,138.841
.7429044,4.134256,70.0204,10669.32,4.37706,68.93802,43.58281
.0965113,4.151634,1.357858,.0602996,5432.508,9.959166,1.164279
9.827534,5412.049,3071.067,1121.707,1247.232,77538.51,491.7669
4.532764,169.9577,379.8683,3.87478,497.8472,803.9711,19430.28
19842.33,163.2497,1017.632,.0222215,3.922664,2612.349,4.612937
1.244434,8193.6,6.605018,.6073118,4.381043,118.3993,2.853641
2.794623,433.0844,44997.46,1.68721,22.91822,1128.895,40.13006
.014955,.4171379,1.074283,1504.956,.023565,1023.943,.6940594
.1242874,1.488347,6.67103,.1994498,13249.45,5.169079,14.39549
127.9403,623.0774,2884.82,11.4217,2399.307,139286.6,3699.811
3.597219,137.3669,79.86378,4.33282,250.7911,2972.728,96694.43
9896.291,566.3771,1730.579,.0787408,666.4994,4109.784,348.6568
1.242748,53078.29,56.42238,.2880416,1188.242,371.1584,45.68632
8.68942,211.649,110418.4,3.47788,1183.734,4465.835,400.1305
.0091671,2.12412,2.786384,891.4009,3.74466,17.40931,.3459427
.0890795,6.777792,3.717327,.0187822,8368.712,11.17919,3.295722
9.164136,465.6595,1945.89,8.440187,2005.93,121487.6,1466.644
3.092421,997.6594,225.8361,4.140401,1435.204,4663.176,76864.73
14305.41,384.1444,1979.492,155.3826,19.47103,2114.27,27.90687
.7694656,49352.91,46.43821,.8041618,234.5266,320.766,26.96499
